Site,Year,Month,Day,Julday,season,Precip,Wsmean,Tmean,Rhumean,Rhumin,Sunhour,Tmin,Tmax,Rs,Ra,ET0
54539,1999,1,9,9,4,0.0,2.8,-7.9,27,14,7.7,-13.7,-1.9,9.99,14.752975778990029,1.2344189353911106
54539,1999,1,10,10,4,0.0,1.5,-6.5,47,20,7.4,-11.2,-0.3,7.14,14.843720326606162,0.8267722149429324
54539,1999,1,11,11,4,0.0,2.5,-7.0,30,16,7.7,-10.0,-3.0,9.89,14.938787393613797,1.1545357103758327
54539,1999,1,12,12,4,0.0,1.3,-7.5,33,16,7.6,-11.7,-1.5,9.77,15.038153703494276,0.8194514374305945
54539,1999,1,13,13,4,0.0,1.5,-6.7,41,11,7.6,-11.4,0.5,9.36,15.141794512437663,0.9217008913869601
54539,1999,1,14,14,4,0.0,1.8,-8.3,36,22,7.7,-12.6,-2.3,9.38,15.249683576241885,0.9292515391369238
54539,1999,1,15,15,4,0.0,2.8,-4.8,37,15,7.7,-11.2,3.1,9.43,15.361793117747894,1.5034683676569387
54539,1999,1,16,16,4,0.0,2.8,-4.1,44,27,7.7,-7.8,0.0,10.1,15.478093795009544,1.2140252422241646
54539,1999,1,17,17,4,0.0,1.0,-4.9,70,48,5.3,-9.8,2.8,7.31,15.598554670393286,0.6510312969679248
54539,1999,1,18,18,4,0.0,0.8,-3.2,67,42,0.0,-8.5,2.0,3.8,15.723143180799568,0.5654642910393691
54539,1999,1,19,19,4,0.0,3.0,-2.0,26,10,7.4,-5.1,1.4,9.26,15.85182510919246,1.731415593642335
54539,1999,1,20,20,4,0.0,3.5,-4.8,35,13,7.8,-9.6,2.7,10.59,15.984564557619029,1.7606868744139126
54539,1999,1,21,21,4,0.0,2.5,-1.5,62,38,7.6,-9.0,4.3,9.3,16.121323921893463,1.026381060829371
54539,1999,1,22,22,4,0.0,2.5,-1.4,64,11,6.7,-8.2,9.0,8.93,16.262063868113742,1.5394214512258853
54539,1999,1,23,23,4,0.0,5.5,-0.2,45,17,7.4,-3.1,4.3,9.05,16.40674331117178,2.165485574011834
54539,1999,1,24,24,4,0.0,1.5,-1.3,78,56,0.0,-6.3,1.7,1.52,16.555319395408883,0.5196178032131696
54539,1999,1,25,25,4,0.0,5.0,2.4,31,2,7.6,-1.5,8.2,10.37,16.707747477560552,2.967719266511649
54539,1999,1,26,26,4,0.0,1.8,0.3,55,13,7.8,-5.7,9.4,9.63,16.86398111212492,1.4576384301691194
54539,1999,1,27,27,4,0.0,3.3,-1.8,52,28,8.0,-3.9,1.7,10.81,17.02397203928007,1.4315548101860838
54539,1999,1,28,28,4,0.0,2.3,-1.5,64,14,7.1,-7.3,6.3,9.83,17.18767017546524,1.2627709767138922
54539,1999,1,29,29,4,0.0,1.8,-4.4,31,8,8.3,-9.0,1.0,11.46,17.355023606731205,1.2413093617413122
54539,1999,1,30,30,4,0.0,1.8,-2.8,62,24,7.4,-9.5,5.3,10.16,17.52597858495446,1.10426103797825
54539,1999,1,31,31,4,0.0,2.0,-2.8,73,35,6.5,-6.6,3.3,8.25,17.700479526999466,0.9334689818338672
54539,1999,2,1,32,4,0.0,1.8,-1.4,52,20,7.4,-6.0,5.9,9.54,17.87846901690263,1.3294542759882488
54539,1999,2,2,33,4,0.0,4.0,-3.8,21,10,7.7,-7.4,0.4,11.11,18.059887811140754,2.027179599140794
54539,1999,2,3,34,4,0.0,2.0,-4.8,27,16,8.5,-10.1,1.3,12.53,18.244674847036162,1.3977601690487265
54539,1999,2,4,35,4,0.0,2.8,-1.5,35,20,8.9,-8.2,5.5,12.46,18.43276725433984,1.8441068552183786
54539,1999,2,5,36,4,0.0,1.3,-1.6,58,32,8.7,-7.7,5.5,12.61,18.624100370023136,1.0809032029092285
54539,1999,2,6,37,4,0.0,0.8,-0.6,74,30,6.4,-6.5,8.9,9.49,18.818607756298057,0.9210016279465912
54539,1999,2,7,38,4,0.0,1.8,0.5,57,21,8.2,-6.5,8.7,12.16,19.016221221875615,1.449860401467251
54539,1999,2,8,39,4,0.0,1.8,1.1,57,20,8.3,-6.6,11.8,12.8,19.216870846461177,1.740062665580977
54539,1999,2,9,40,4,0.0,3.5,0.5,57,28,3.8,-4.7,5.0,9.05,19.42048500847568,1.5091818434709219
54539,1999,2,10,41,4,0.0,3.0,-1.2,62,31,5.5,-3.9,3.9,8.49,19.6269904159815,1.4132934447840921
54539,1999,2,11,42,4,0.0,2.0,-0.9,57,21,6.9,-5.2,5.7,10.42,19.836312140781757,1.3921924255527538
54539,1999,2,12,43,4,0.0,2.0,-2.3,35,12,8.7,-7.3,4.6,14.62,20.04837365565258,1.6581161188461582
54539,1999,2,13,44,4,0.0,1.5,-1.5,65,34,8.6,-7.0,7.5,11.76,20.26309687465822,1.2924643632521584
54539,1999,2,14,45,4,0.0,4.8,-0.6,75,50,0.0,-5.2,1.7,4.56,20.480402196489965,0.8068395953853953
54539,1999,2,15,46,4,0.0,2.5,-0.3,56,27,8.1,-6.3,8.3,13.69,20.700208550760927,1.8092367288594484
54539,1999,2,16,47,4,0.0,3.0,2.2,79,52,0.0,-1.7,8.0,8.96,20.92243344718068,1.3039035703285335
54539,1999,2,17,48,4,0.0,2.8,3.5,49,3,1.2,-0.9,10.0,7.54,21.146993027524896,2.133859910925505
54539,1999,2,18,49,4,0.0,4.0,-2.4,51,14,3.9,-4.5,4.8,10.8,21.373802120308063,2.0952397261529185
54539,1999,2,19,50,4,0.0,3.5,-2.5,25,6,9.3,-8.5,4.6,14.66,21.602774298059302,2.3187991401603676
54539,1999,2,20,51,4,0.0,1.5,-2.8,32,12,9.2,-7.0,3.0,15.12,21.833821937094445,1.5047278612499035
54539,1999,2,21,52,4,0.0,1.8,-1.4,43,15,9.4,-8.2,7.3,15.9,22.066856279670855,1.7647946866341158
54539,1999,2,22,53,4,0.0,1.8,1.4,57,16,9.1,-6.9,12.2,14.65,22.301787498404842,1.9494267575427735
54539,1999,2,23,54,4,0.0,4.5,1.4,79,56,7.6,-2.1,7.4,10.85,22.538524762825613,1.5430233465295704
54539,1999,2,24,55,4,0.0,2.5,5.5,67,31,3.1,-1.0,11.6,7.88,22.77697630793428,1.6259195956022732
54539,1999,2,25,56,4,0.0,2.3,3.3,55,22,6.6,-2.1,9.8,13.28,23.01704950463078,1.951034382216043
54539,1999,2,26,57,4,0.0,2.3,1.7,67,24,8.4,-2.0,10.5,14.29,23.25865093186718,1.975755831939997
54539,1999,2,27,58,4,0.0,3.3,0.3,21,6,9.9,-5.3,5.9,17.4,23.501686450381154,2.6464794328181425
54539,1999,2,28,59,4,0.0,2.5,2.4,53,23,9.5,-3.4,9.2,15.15,23.74606127785954,2.06364600470395
54539,1999,3,1,60,1,0.0,2.5,4.6,42,5,9.6,-1.8,12.8,17.49,23.991680065378116,2.7415223879487134
54539,1999,3,2,61,1,0.0,2.5,3.6,60,23,8.5,-1.3,11.6,14.75,24.238446974960873,2.2360646774167856
54539,1999,3,3,62,1,0.0,1.5,4.9,68,26,8.1,-3.4,15.9,15.06,24.48626575809897,2.074156864543173
54539,1999,3,4,63,1,0.1,3.8,3.8,83,69,0.0,2.3,7.6,1.31,24.735039835067514,1.150201703713135
54539,1999,3,5,64,1,0.0,2.8,0.3,62,31,9.0,-1.3,4.1,16.96,24.98467237487628,1.7794240484207684
54539,1999,3,6,65,1,0.0,3.5,1.0,56,24,5.7,-5.3,7.5,11.76,25.235066375689133,1.9714419423725236
54539,1999,3,7,66,1,0.0,2.5,-1.8,29,23,9.2,-5.2,5.0,18.16,25.486124745545762,2.325752050962137
54539,1999,3,8,67,1,0.0,2.3,-0.5,56,43,4.5,-4.3,4.9,11.28,25.737750383218962,1.620511298580442
54539,1999,3,9,68,1,0.0,2.3,2.0,78,51,5.3,-2.7,7.4,13.31,25.98984625904046,1.4169887631604015
54539,1999,3,10,69,1,0.7,4.5,-1.7,55,29,6.4,-4.0,2.5,14.17,26.242315495528416,1.9184446257962655
54539,1999,3,11,70,1,0.0,1.8,-1.5,71,44,0.7,-6.6,3.7,8.44,26.49506144765097,1.0807677398361253
54539,1999,3,12,71,1,0.0,2.0,4.4,73,58,0.0,-0.7,9.4,7.0,26.74798778256067,1.3233351355993273
54539,1999,3,13,72,1,0.0,3.5,7.4,67,47,7.4,3.0,13.4,12.53,27.000998558636965,2.4218702072900364
54539,1999,3,14,73,1,0.0,6.8,2.8,62,40,0.0,1.6,8.1,8.04,27.25399830367526,2.655347777870045
54539,1999,3,15,74,1,0.0,1.5,3.5,75,53,8.4,-1.5,10.4,14.49,27.50689209206422,1.6839769796355673
54539,1999,3,16,75,1,0.4,7.0,1.4,80,64,0.0,-1.1,4.9,0.16,27.75958562079519,1.1458952835599454
54539,1999,3,17,76,1,0.0,4.0,0.8,85,73,0.0,-0.7,2.4,3.13,28.011985284151336,0.7574300876113815
54539,1999,3,18,77,1,0.0,4.8,3.9,57,26,5.8,2.1,7.9,16.24,28.263998246927713,2.6726661168320307
54539,1999,3,19,78,1,0.0,3.0,1.3,36,22,3.1,-0.5,4.8,11.12,28.515532516037283,2.3655350857279767
54539,1999,3,20,79,1,0.5,1.8,0.8,67,33,3.3,-3.7,6.3,11.1,28.76649701036285,1.4669873147821322
54539,1999,3,21,80,1,1.8,3.5,-1.1,47,18,10.6,-5.3,4.0,21.67,29.016801628719197,2.284769598604803
54539,1999,3,22,81,1,0.0,3.5,2.4,50,17,10.4,-2.3,8.0,20.33,29.266357315795247,2.6331681814789896
54539,1999,3,23,82,1,0.0,3.8,4.7,54,34,8.7,0.7,9.0,16.76,29.51507612595152,2.603077905625035
54539,1999,3,24,83,1,0.0,3.0,7.0,70,43,8.0,1.6,13.2,16.57,29.762871284754027,2.413356047090353
54539,1999,3,25,84,1,0.0,2.5,8.4,77,48,3.6,3.5,16.3,13.15,30.009657248131845,2.374647014415374
54539,1999,3,26,85,1,0.0,3.0,7.5,45,12,7.6,3.0,13.9,15.63,30.255349759052336,3.2848651183056052
54539,1999,3,27,86,1,0.0,3.8,5.6,42,15,9.4,1.5,11.4,19.03,30.499865901614555,3.4445173611191584
54539,1999,3,28,87,1,0.0,4.5,2.1,50,36,10.0,-0.7,5.5,20.9,30.743124152468475,2.648239546985694
54539,1999,3,29,88,1,0.0,3.0,3.8,74,60,0.0,-2.5,11.0,8.14,30.985044429475103,1.733388320405709
54539,1999,3,30,89,1,0.0,3.3,7.3,70,46,3.9,2.7,11.5,13.17,31.225548137529824,2.1114981934022796
54539,1999,3,31,90,1,0.5,2.0,6.9,82,65,0.0,4.4,9.7,5.55,31.46455821147929,1.176413808424537
54539,1999,4,1,91,1,0.3,3.3,4.7,77,46,0.0,2.6,7.0,5.89,31.70199915607,1.3099435677466678
54539,1999,4,2,92,1,0.0,3.5,6.4,62,30,10.0,-1.7,14.8,20.36,31.93779708287472,3.110504358858911
54539,1999,4,3,93,1,0.0,5.0,10.3,64,48,8.4,2.7,15.6,16.39,32.17187974415116,2.9699748703500837
54539,1999,4,4,94,1,0.0,4.3,11.1,40,11,10.6,5.9,18.9,22.22,32.40417656359578,5.163225409609883
54539,1999,4,5,95,1,0.0,5.5,9.7,45,30,6.0,6.4,14.2,14.51,32.63461866396373,4.159582650457504
54539,1999,4,6,96,1,0.0,3.0,8.7,56,28,10.8,1.7,16.7,21.24,32.863138891534824,3.570179460418754
54539,1999,4,7,97,1,0.0,3.3,10.4,61,32,10.4,4.7,18.8,19.52,33.08967183741361,3.825951985758719
54539,1999,4,8,98,1,0.0,3.5,7.7,76,45,9.5,4.7,13.7,19.33,33.31415385566023,2.7888878250969253
54539,1999,4,9,99,1,0.0,2.5,9.5,83,57,5.6,5.0,16.7,15.12,33.53652307825757,2.4373181973526834
54539,1999,4,10,100,1,0.0,2.0,11.3,71,23,8.2,5.9,20.0,21.98,33.75671942692827,3.491731540078573
54539,1999,4,11,101,1,4.9,1.8,11.2,84,59,0.0,7.4,13.3,1.41,33.97468462182395,0.8191927338017246
54539,1999,4,12,102,1,27.5,3.0,8.8,81,49,0.0,6.2,12.2,3.07,34.190362187117024,1.3360064235188875
54539,1999,4,13,103,1,0.0,1.8,9.5,54,29,11.8,3.7,15.9,24.59,34.40369745353416,3.468460457650572
54539,1999,4,14,104,1,0.0,2.3,10.7,75,48,10.7,4.0,18.1,21.18,34.6146375578778,3.0920186181601816
54539,1999,4,15,105,1,0.0,2.8,17.3,54,18,10.4,10.9,23.8,22.37,34.82313143959092,4.7465660951101
54539,1999,4,16,106,1,0.0,2.5,12.2,68,41,10.1,9.1,18.0,22.68,35.0291298344271,3.668427923273163
54539,1999,4,17,107,1,0.0,2.8,14.8,69,33,10.0,6.7,22.4,18.8,35.23258526529605,3.634514712042514
54539,1999,4,18,108,1,0.0,1.5,15.7,81,53,7.9,10.7,24.0,16.43,35.4334520303615,3.110841102648045
54539,1999,4,19,109,1,1.3,4.5,10.6,57,27,0.0,7.8,17.2,4.37,35.63168618847575,3.525017417879508
54539,1999,4,20,110,1,0.3,1.3,10.3,60,34,0.0,6.6,12.9,4.65,35.82724554204135,1.5650666969140545
54539,1999,4,21,111,1,0.0,1.5,13.9,68,39,9.9,6.8,22.4,20.85,36.02008961739703,3.5571384923175584
54539,1999,4,22,112,1,6.5,2.3,15.3,76,56,4.6,10.3,20.7,12.33,36.21017964283093,2.6503682650578555
54539,1999,4,23,113,1,0.2,4.3,12.3,79,61,7.8,10.0,16.3,19.47,36.39747852432935,3.089529138483431
54539,1999,4,24,114,1,0.0,1.8,14.2,74,48,10.8,7.8,21.4,22.89,36.58195081917514,3.6342073187691093
54539,1999,4,25,115,1,0.0,1.0,15.0,77,47,9.9,9.4,22.5,21.19,36.76356270751397,3.3802843899506967
54539,1999,4,26,116,1,0.0,3.8,11.9,70,51,1.2,7.5,15.8,5.49,36.942281962011286,2.1720941230292206
54539,1999,4,27,117,1,0.0,2.3,12.7,52,21,10.1,7.4,19.2,22.37,37.118077915726715,4.118437251903255
54539,1999,4,28,118,1,0.0,2.5,16.1,45,10,12.0,8.9,23.6,26.68,37.290921428336006,5.310614543092489
54539,1999,4,29,119,1,0.0,3.8,17.3,55,38,11.3,10.9,24.1,24.87,37.46078485083327,5.477681829454693
54539,1999,4,30,120,1,0.0,5.3,14.6,54,33,8.0,10.0,20.6,16.06,37.62764198884915,4.902111733464761
54539,1999,5,1,121,1,0.0,2.0,11.9,44,15,5.9,5.3,17.8,17.26,37.79146806472183,3.5567143263707215
54539,1999,5,2,122,1,0.6,2.0,12.8,76,35,0.0,10.0,16.0,7.13,37.95223967845977,1.8548487440252779
54539,1999,5,3,123,1,0.0,2.0,14.9,63,31,5.9,11.2,21.4,16.32,38.10993476773519,3.6033658004449682
54539,1999,5,4,124,1,3.4,2.5,14.8,59,18,8.8,7.7,27.6,19.47,38.26453256704824,5.202076299752225
54539,1999,5,5,125,1,0.0,2.0,17.7,57,20,12.4,10.0,25.3,27.34,38.41601356620089,5.069727648042688
54539,1999,5,6,126,1,0.0,2.8,22.1,44,13,12.0,13.1,31.0,25.94,38.56435946821928,6.718631626569985
54539,1999,5,7,127,1,0.0,3.5,18.9,34,14,12.1,15.5,24.2,26.07,38.709553146861296,6.81524327173759
54539,1999,5,8,128,1,0.0,1.5,17.0,43,20,11.4,10.9,22.2,25.09,38.851578603844814,4.599533450240663
54539,1999,5,9,129,1,0.0,4.3,16.0,47,32,6.0,13.6,20.4,18.24,38.990420925929,5.346750982351973
54539,1999,5,10,130,1,0.0,2.0,15.5,48,20,10.2,9.2,21.4,24.98,39.126066241978435,4.631424854529243
54539,1999,5,11,131,1,0.0,3.5,18.9,59,41,11.7,9.7,25.8,24.89,39.2585016801359,5.2635003172426735
54539,1999,5,12,132,1,0.0,3.3,21.4,63,43,11.8,16.5,26.8,24.79,39.38771532522618,5.5503295043054806
54539,1999,5,13,133,1,0.0,6.0,17.0,58,41,5.7,15.6,21.2,18.37,39.513696176508,5.568906168728256
54539,1999,5,14,134,1,0.0,3.5,16.8,70,51,6.0,14.8,21.0,15.78,39.636434105886664,3.8474010638604152
54539,1999,5,15,135,1,0.0,1.5,15.8,83,58,4.1,11.9,21.7,15.66,39.755919816694615,2.8890816922701497
54539,1999,5,16,136,1,0.0,1.3,17.0,73,33,4.0,11.5,23.9,15.06,39.87214480314068,3.108049883481809
54539,1999,5,17,137,1,6.5,3.3,14.9,86,66,2.7,11.5,19.7,9.34,39.98510131052332,2.2158270150128905
54539,1999,5,18,138,1,7.8,3.5,13.2,83,72,0.0,11.6,15.4,2.27,40.09478229629593,1.4296153459704155
54539,1999,5,19,139,1,0.0,3.0,16.9,59,22,12.7,9.0,23.8,28.33,40.20118139206574,5.2600238212024895
54539,1999,5,20,140,1,0.0,2.8,19.4,51,28,12.5,13.4,24.7,28.09,40.3042928666007,5.7736780866394
54539,1999,5,21,141,1,0.0,3.8,20.8,60,38,12.3,13.0,28.4,26.99,40.40411158991113,6.2274467495588
54539,1999,5,22,142,1,0.0,3.0,20.4,65,39,10.7,17.4,26.3,23.72,40.50063299846566,5.467217197112405
54539,1999,5,23,143,1,17.4,4.0,15.9,94,72,0.0,15.0,18.2,3.61,40.59385306159313,1.265028962017167
54539,1999,5,24,144,1,0.0,2.3,17.5,81,54,9.2,12.0,22.3,23.29,40.68376824911441,3.7844830776751235
54539,1999,5,25,145,1,3.2,1.5,19.2,68,35,12.4,12.8,25.1,23.09,40.77037550024058,4.302633579618152
54539,1999,5,26,146,1,0.0,3.0,19.0,61,32,12.5,14.6,22.6,27.73,40.85367219376581,5.211373046471617
54539,1999,5,27,147,1,0.0,3.3,15.6,48,33,10.7,13.2,18.2,24.64,40.93365611957596,5.051738838656151
54539,1999,5,28,148,1,0.0,3.0,17.7,45,20,12.2,9.9,23.1,27.14,41.01032545148657,5.581182308016845
54539,1999,5,29,149,1,0.0,2.8,20.6,65,44,11.0,15.9,25.5,24.11,41.08367872141618,5.082206165763895
54539,1999,5,30,150,1,0.0,3.3,20.6,66,54,10.8,16.5,24.7,20.59,41.15371479489453,4.706296944115593
54539,1999,5,31,151,1,0.0,2.8,17.9,77,64,0.4,16.0,21.1,11.17,41.220432847898174,2.878303895923086
54539,1999,6,1,152,2,0.0,1.5,20.6,74,44,12.3,14.9,27.6,25.37,41.28383234499979,4.820908844717693
54539,1999,6,2,153,2,0.0,3.0,20.4,79,54,11.8,15.3,26.6,26.66,41.34391301881185,4.998271744402518
54539,1999,6,3,154,2,0.0,4.5,19.0,79,65,7.3,17.1,23.2,19.7,41.400674850699616,4.249026571545031
54539,1999,6,4,155,2,0.6,4.8,19.0,51,30,5.6,16.9,23.1,19.77,41.45411805273387,6.060035828669405
54539,1999,6,5,156,2,0.0,2.0,21.3,70,52,10.1,14.0,28.8,23.42,41.50424305084928,4.908961959969063
54539,1999,6,6,157,2,0.6,3.0,21.7,75,54,2.9,19.1,25.4,11.38,41.551050469170754,3.390341009112607
54539,1999,6,7,158,2,0.0,2.0,22.5,68,24,10.0,14.8,30.7,26.79,41.59454111546687,5.657971871332401
54539,1999,6,8,159,2,0.0,4.0,23.7,54,31,12.5,20.0,32.4,26.86,41.634715967687384,8.23300148993327
54539,1999,6,9,160,2,0.0,3.3,24.3,53,31,9.5,18.1,31.2,21.9,41.67157616153956,6.521430496522598
54539,1999,6,10,161,2,0.0,2.5,24.1,63,31,10.5,18.1,30.6,22.38,41.70512297905755,5.562793803748066
54539,1999,6,11,162,2,0.0,3.0,23.9,69,51,5.0,18.7,29.4,19.35,41.73535783811796,4.9564268761369785
54539,1999,6,12,163,2,0.0,3.3,25.2,65,48,10.7,21.2,29.5,25.01,41.76228228285599,6.067964940639223
54539,1999,6,13,164,2,0.0,3.5,25.0,64,50,8.9,22.4,28.5,20.22,41.78589797493613,5.6080299468038595
54539,1999,6,14,165,2,2.2,2.3,23.0,78,56,0.3,21.6,26.4,5.17,41.80620668563438,2.4376901960374147
54539,1999,6,15,166,2,0.2,3.0,22.3,71,36,4.9,20.6,26.9,17.58,41.823210288690106,4.717911790350685
54539,1999,6,16,167,2,0.0,1.5,23.3,47,19,11.2,17.1,29.0,27.33,41.83691075388882,5.808845577908904
54539,1999,6,17,168,2,0.0,1.0,22.0,61,38,0.0,19.0,26.1,13.57,41.847310141340735,3.3238924535661933
54539,1999,6,18,169,2,0.0,1.0,21.5,64,41,2.6,18.1,27.9,12.26,41.85441059642301,3.2304857447461677
54539,1999,6,19,170,2,0.1,2.8,22.8,64,36,10.4,17.8,28.6,23.75,41.8582143453589,5.594055687510155
54539,1999,6,20,171,2,7.7,5.3,19.9,77,58,4.4,18.3,22.4,14.56,41.858723691410574,3.7435181956977868
54539,1999,6,21,172,2,13.0,4.0,18.2,92,85,0.0,17.1,20.1,5.55,41.8559410116682,1.551396654998582
54539,1999,6,22,173,2,17.1,2.8,18.8,93,91,0.0,17.4,20.3,1.96,41.849868754422545,0.9522564101752883
54539,1999,6,23,174,2,0.0,3.3,21.4,83,58,7.6,18.0,25.8,18.07,41.840509437113994,3.816269270058217
54539,1999,6,24,175,2,1.5,2.5,23.7,70,40,10.4,15.8,31.4,25.21,41.82786564485621,5.650130048489748
54539,1999,6,25,176,2,0.0,3.8,27.7,62,35,12.4,21.2,33.4,27.81,41.81194002953844,7.228035080926769
54539,1999,6,26,177,2,0.0,4.0,28.5,54,34,12.2,23.8,32.7,27.44,41.792735309515486,7.813880830709945
54539,1999,6,27,178,2,0.0,3.5,27.0,62,42,12.3,23.0,31.1,26.25,41.770254269900434,6.738158754035891
54539,1999,6,28,179,2,0.0,1.8,25.9,67,43,12.6,20.2,30.7,28.75,41.74449976347947,6.014356239604099
54539,1999,6,29,180,2,0.0,2.5,27.8,61,35,12.5,20.9,33.9,27.85,41.71547471227409,6.784506189286012
54539,1999,6,30,181,2,0.0,2.8,29.0,56,31,12.3,22.9,35.0,26.38,41.683182109779516,7.234239142594117
54539,1999,7,1,182,2,0.0,1.8,28.5,58,30,11.9,22.8,34.7,25.66,41.647625023913314,6.391508550963009
54539,1999,7,2,183,2,0.0,1.3,28.7,67,34,11.6,21.5,35.1,24.5,41.6088066007111,5.653929590594884
54539,1999,7,3,184,2,0.0,2.5,27.6,74,49,4.5,23.9,30.9,14.98,41.56673006881018,4.106211641030991
54539,1999,7,4,185,2,0.0,2.0,29.0,62,40,8.3,25.7,33.7,20.68,41.521398744764134,5.704500242354193
54539,1999,7,5,186,2,0.0,1.8,28.2,70,42,8.0,22.8,32.5,20.81,41.47281603923379,4.9845473315834505
54539,1999,7,6,187,2,15.2,1.3,25.2,78,68,0.0,22.0,27.8,10.25,41.42098546410134,2.6491826221703807
54539,1999,7,7,188,2,14.8,2.0,22.5,86,69,0.0,20.6,25.0,3.83,41.365910640555576,1.5919228266508598
54539,1999,7,8,189,2,11.8,2.5,21.2,88,71,2.7,19.0,24.4,14.03,41.307595308195616,2.912525596889727
54539,1999,7,9,190,2,0.0,2.8,23.8,80,54,12.1,19.6,28.9,24.64,41.24604333520109,5.064202126028011
54539,1999,7,10,191,2,0.0,3.8,22.9,84,73,3.4,21.1,25.8,12.21,41.181258729614775,3.1829871962230136
54539,1999,7,11,192,2,0.2,4.0,22.5,85,74,0.0,21.0,24.4,10.17,41.1132456517822,2.686910829018729
54539,1999,7,12,193,2,0.0,3.3,23.5,72,53,7.3,21.4,26.5,20.16,41.042008427990176,4.80960387170989
54539,1999,7,13,194,2,0.0,1.5,23.7,77,54,9.1,19.7,27.8,22.52,40.967551565343335,4.508400505184443
54539,1999,7,14,195,2,0.0,1.5,24.7,74,47,7.2,18.8,29.3,18.42,40.889879767913705,4.0195721101432555
54539,1999,7,15,196,2,0.0,2.0,27.3,70,46,11.3,22.2,32.4,23.05,40.80899795419416,5.422266882864273
54539,1999,7,16,197,2,0.0,1.3,26.7,69,43,10.4,22.1,33.2,23.24,40.72491127588206,5.304072788309951
54539,1999,7,17,198,2,0.0,1.8,27.2,69,39,8.6,21.5,33.5,18.89,40.637625138013554,4.862261836504468
54539,1999,7,18,199,2,0.8,2.3,26.5,76,52,7.5,23.6,32.0,16.0,40.547145220463506,4.4732487652857005
54539,1999,7,19,200,2,0.0,1.5,26.8,76,57,10.8,22.4,31.5,23.57,40.45347750081996,5.09465277708257
54539,1999,7,20,201,2,0.0,2.0,27.9,78,54,7.5,24.6,32.3,21.39,40.35662827863479,5.024763418839379
54539,1999,7,21,202,2,0.0,2.5,27.4,81,69,3.3,25.0,30.8,18.56,40.25660420104647,4.455354874457434
54539,1999,7,22,203,2,0.0,2.0,28.4,77,62,3.3,24.5,32.6,18.69,40.15341228976234,4.5890299266827554
54539,1999,7,23,204,2,0.0,2.0,30.2,78,59,9.3,25.3,35.3,21.48,40.04705996938174,5.273948591183174
54539,1999,7,24,205,2,0.0,2.3,31.2,75,53,9.1,27.3,36.4,22.57,39.93755509703308,5.9469727422519165
54539,1999,7,25,206,2,24.6,3.3,29.4,65,46,12.7,23.5,32.9,26.35,39.82490599329055,6.436389950264733
54539,1999,7,26,207,2,0.0,2.8,28.3,76,60,12.6,24.2,32.0,26.26,39.70912147432885,5.849436812999065
54539,1999,7,27,208,2,0.0,2.0,28.1,80,64,7.9,25.2,31.9,20.41,39.59021088526645,4.751038670000231
54539,1999,7,28,209,2,0.0,1.8,29.3,77,61,10.7,25.6,33.2,22.38,39.468184134640566,5.203340989844807
54539,1999,7,29,210,2,0.0,1.5,30.1,75,50,11.4,26.7,33.9,23.68,39.343051729949636,5.5059223918832405
54539,1999,7,30,211,2,0.0,2.5,31.2,75,53,8.4,28.6,35.6,20.05,39.21482481419198,5.5984790710486205
54539,1999,7,31,212,2,13.7,3.3,26.3,83,51,1.3,23.7,30.5,10.57,39.08351520332218,3.376887985502578
54539,1999,8,1,213,2,0.0,1.3,26.7,68,42,12.3,21.8,32.1,24.51,38.94913542454051,5.3053645651648
54539,1999,8,2,214,2,0.0,1.5,26.5,70,43,10.3,22.4,32.0,22.73,38.81169875532344,5.13233055797995
54539,1999,8,3,215,2,0.0,1.3,26.1,73,41,8.8,21.8,31.0,22.02,38.67121926309843,4.740271566741186
54539,1999,8,4,216,2,0.9,2.3,25.8,74,53,6.6,20.8,30.3,19.09,38.52771184545934,4.44801306778193
54539,1999,8,5,217,2,0.0,2.8,27.6,76,57,5.1,25.9,30.9,15.97,38.381192270814495,4.471611876067402
54539,1999,8,6,218,2,0.0,2.0,26.7,82,62,8.4,23.8,30.5,17.98,38.23167721935384,4.106983000415449
54539,1999,8,7,219,2,0.0,1.5,27.2,81,55,9.3,22.6,31.7,19.17,38.079184324217906,4.213502499029335
54539,1999,8,8,220,2,0.0,1.8,28.1,76,52,9.2,24.5,32.7,19.19,37.923732212746785,4.640655510882048
54539,1999,8,9,221,2,23.3,2.5,25.9,90,77,0.3,22.3,28.3,5.05,37.76534054768434,1.4896842575889735
54539,1999,8,10,222,2,47.4,4.3,23.3,80,55,3.9,21.6,26.0,15.63,37.60403006820978,3.8743247131836416
54539,1999,8,11,223,2,0.0,3.5,23.7,66,42,6.1,19.2,27.7,18.0,37.43982263066635,4.73549955695334
54539,1999,8,12,224,2,18.8,3.3,21.4,86,60,0.9,19.4,24.8,2.07,37.27274124885488,1.7379247839688337
54539,1999,8,13,225,2,3.8,3.0,24.6,84,72,2.8,20.8,28.0,14.54,37.102810133758865,3.2562121297407525
54539,1999,8,14,226,2,0.0,3.0,26.6,82,62,8.7,24.1,30.1,21.11,36.93005473256664,4.688940268445548
54539,1999,8,15,227,2,0.0,2.5,26.9,78,61,11.4,23.5,30.5,23.31,36.75450176685611,5.0368001707080845
54539,1999,8,16,228,2,0.0,1.3,26.5,86,61,10.1,22.4,31.4,21.65,36.57617926980748,4.425896263047257
54539,1999,8,17,229,2,0.0,1.8,25.7,76,52,0.0,24.2,27.5,10.3,36.39511662231056,2.8918358664570856
